DSA,DBMS,OS,CN,Mathmetics,Aptitute,Comm,Problem Solving,Creative,Hackathons,Skill 1,Skill 2,Profile
71,20,54,64,97,67,74,7,5,4,Pytorch,Tensorflow,DATA Scientist
9,71,64,50,31,31,67,4,7,8,Node.js,React,Web Developer
17,26,80,38,15,36,73,4,7,8,GitHub,Node.js,Web Developer
97,93,88,73,80,58,75,7,5,2,Oracle,Oracle,Database Administrator
79,36,20,76,79,55,76,8,7,5,Java,C/C++,Software Engineer
84,58,46,43,10,24,85,5,4,2,Python,HTML/CSS,Tech Support
19,86,92,74,76,94,72,9,6,3,Angular,HTML/CSS,Software Engineer
53,84,91,78,50,85,63,5,5,0,HTML/CSS,HTML/CSS,Database Administrator
24,55,9,6,3,50,73,8,3,2,C/C++,HTML/CSS,Database Administrator
62,87,87,82,67,51,85,5,7,2,MYSQL,MYSQL,Database Administrator
48,72,60,35,31,17,60,4,9,3,Javascript,GitHub,UI/UX
80,6,73,76,89,79,68,4,4,1,Oracle,Linux,Database Administrator
7,87,47,67,15,38,69,5,7,5,GitHub,HTML/CSS,Web Developer
92,60,78,82,84,64,78,8,7,5,Linux,Tensorflow,Software Engineer
7,92,86,75,51,42,50,6,6,0,React,C/C++,Database Administrator
55,98,80,72,44,51,63,4,9,10,C/C++,HTML/CSS,Database Administrator
77,45,69,62,85,60,71,7,6,1,Machine Learning,Python,DATA Scientist
16,93,81,86,70,87,62,10,5,0,C/C++,Oracle,Software Engineer
92,74,68,86,79,89,62,7,7,0,MYSQL,Python,Software Engineer
87,82,55,56,29,15,59,5,9,5,GitHub,Photoshop,UI/UX
59,46,62,47,82,27,85,1,8,4,GitHub,Javascript,UI/UX
93,85,75,59,95,73,78,9,5,4,Oracle,Deep Learning,DATA Scientist
69,47,66,94,46,21,61,5,4,1,HTML/CSS,C/C++,Database Administrator
60,27,65,55,35,30,74,3,7,4,Python,HTML/CSS,UI/UX
38,6,32,41,28,28,60,2,6,0,GitHub,C/C++,Tech Support
57,81,78,62,7,58,72,6,6,6,Oracle,MYSQL,Database Administrator
94,42,87,89,82,89,89,5,5,0,Python,Ansible,Network Engineer
22,28,53,40,14,47,83,1,10,4,Python,HTML/CSS,UI/UX
55,85,73,84,32,46,50,5,7,5,React,Node.js,Web Developer
99,79,92,84,70,90,66,7,7,4,C/C++,Ansible,Software Engineer
16,92,78,74,25,88,67,7,6,5,Linux,Linux,Database Administrator
70,76,86,50,89,71,74,6,6,4,Tensorflow,Deep Learning,DATA Scientist
84,48,70,99,73,81,64,8,4,2,BASH/SHELL,Python,Network Engineer
76,80,77,59,95,60,61,7,5,0,Ansible,Tensorflow,DATA Scientist
69,33,36,40,66,31,83,5,8,7,Javascript,HTML/CSS,UI/UX
63,66,84,81,45,67,81,7,4,3,HTML/CSS,HTML/CSS,Database Administrator
6,32,66,43,20,23,69,3,3,3,Photoshop,HTML/CSS,UI/UX
59,14,18,6,22,33,59,5,9,10,C/C++,HTML/CSS,Tech Support
79,60,30,45,25,85,77,9,6,4,Java,Python,DATA Scientist
60,80,56,50,48,14,79,6,3,4,Python,Machine Learning,DATA Scientist
42,20,93,45,60,35,62,5,7,4,HTML/CSS,Java,Web Developer
73,60,92,88,80,60,74,8,2,5,Linux,Javascript,Network Engineer
6,7,69,82,44,34,64,4,7,4,C/C++,HTML/CSS,Database Administrator
28,29,32,70,15,33,64,4,7,2,HTML/CSS,HTML/CSS,UI/UX
95,45,77,81,74,84,72,5,6,6,Python,Linux,Network Engineer
33,48,33,34,19,29,63,4,9,0,C/C++,HTML/CSS,UI/UX
65,12,64,36,0,45,80,5,5,0,HTML/CSS,C/C++,Tech Support
74,45,74,99,18,46,81,4,6,3,Python,MYSQL,Tech Support
98,86,80,80,74,26,82,10,7,6,Java,HTML/CSS,Software Engineer
68,90,72,92,7,40,82,6,5,0,Linux,Linux,Database Administrator
80,78,75,30,78,96,80,7,6,3,Oracle,Linux,Software Engineer
17,90,59,32,11,31,75,2,7,0,C/C++,Java,Tech Support
68,24,77,57,32,33,54,3,7,3,GitHub,Node.js,Web Developer
56,93,56,20,53,45,62,4,9,5,HTML/CSS,Photoshop,UI/UX
11,95,51,31,11,16,66,4,7,5,GitHub,C/C++,UI/UX
6,45,55,37,27,25,65,3,9,4,Javascript,Javascript,UI/UX
77,92,85,86,88,72,72,7,5,0,Linux,Linux,Network Engineer
74,77,73,47,36,56,61,5,7,1,React,C/C++,Tech Support
85,98,87,70,18,52,77,9,5,5,Linux,C/C++,Software Engineer
24,85,20,35,23,21,80,1,10,3,HTML/CSS,Javascript,UI/UX
85,60,6,9,62,36,77,3,4,1,Python,Java,Tech Support
87,82,82,80,81,95,52,10,6,7,Angular,Python,Software Engineer
88,79,60,56,98,82,64,7,6,3,Pytorch,Pytorch,DATA Scientist
67,99,80,84,87,49,60,8,7,3,React,Linux,Software Engineer
24,45,86,10,47,37,80,3,4,0,Linux,HTML/CSS,Tech Support
61,90,80,75,78,98,62,7,7,5,HTML/CSS,C/C++,Software Engineer
46,6,82,65,74,53,71,10,6,4,Oracle,C/C++,Software Engineer
42,24,87,87,74,92,83,7,5,0,Python,Ansible,Network Engineer
6,96,55,65,46,47,66,5,5,0,MYSQL,Oracle,Database Administrator
82,72,54,62,79,65,64,8,6,4,Deep Learning,Pytorch,DATA Scientist
76,47,76,36,25,17,79,3,2,3,Photoshop,Python,Tech Support
44,66,70,82,15,73,83,5,4,0,HTML/CSS,C/C++,Network Engineer
35,46,14,45,8,14,56,3,8,6,Python,HTML/CSS,Tech Support
72,36,57,39,22,33,68,1,10,4,HTML/CSS,Python,UI/UX
67,92,94,86,59,58,60,8,6,1,C/C++,HTML/CSS,Database Administrator
22,81,74,94,46,57,61,7,7,0,Python,Oracle,Database Administrator
97,74,88,86,79,83,65,7,6,8,Ansible,Oracle,Software Engineer
33,28,74,26,23,33,50,6,3,5,GitHub,HTML/CSS,UI/UX
27,73,24,30,62,31,89,3,7,4,HTML/CSS,Javascript,UI/UX
84,8,37,62,92,85,77,9,6,2,BASH/SHELL,R,DATA Scientist
98,79,88,95,78,85,78,7,4,3,C/C++,Linux,Software Engineer
80,27,83,92,83,75,80,8,7,0,React,Ansible,Network Engineer
85,45,70,57,71,68,75,8,7,0,Ansible,Linux,Network Engineer
51,6,62,89,19,46,65,5,8,0,MYSQL,C/C++,Database Administrator
84,38,55,37,28,37,61,1,10,8,HTML/CSS,Photoshop,UI/UX
20,54,35,65,13,20,82,6,7,3,HTML/CSS,Angular,UI/UX
85,18,87,85,71,69,62,7,6,2,Python,Ansible,Network Engineer
60,83,81,57,38,50,52,6,7,0,GitHub,Linux,Web Developer
78,99,92,73,59,81,79,6,5,2,Linux,Python,Database Administrator
69,85,84,83,75,84,62,5,5,3,C/C++,MYSQL,Software Engineer
81,76,89,56,74,80,66,8,5,5,Linux,React,Software Engineer
93,43,92,39,78,21,65,5,5,0,HTML/CSS,HTML/CSS,Tech Support
82,81,77,84,73,93,67,8,6,8,HTML/CSS,Angular,Software Engineer
51,54,80,69,45,73,87,7,5,1,Python,Linux,Database Administrator
52,53,78,6,67,47,73,6,4,0,HTML/CSS,C/C++,Database Administrator
60,39,59,28,21,18,61,4,10,3,Photoshop,Javascript,UI/UX
58,18,78,96,21,45,62,4,7,0,HTML/CSS,Oracle,Database Administrator
87,96,7,84,84,31,72,4,6,3,C/C++,Java,Tech Support
33,36,46,49,66,35,58,2,9,3,Photoshop,HTML/CSS,UI/UX
74,46,72,67,15,31,80,5,7,1,HTML/CSS,MYSQL,Tech Support
12,11,57,24,35,35,68,2,5,1,Python,Java,Tech Support
7,26,7,29,6,41,62,4,4,1,HTML/CSS,Angular,Tech Support
57,93,92,56,48,58,55,4,7,5,Angular,Angular,Web Developer
57,85,6,25,0,17,68,4,10,5,HTML/CSS,Javascript,UI/UX
85,85,66,62,83,63,70,6,7,3,Oracle,Pytorch,DATA Scientist
77,87,84,87,38,62,64,7,7,0,Tensorflow,MYSQL,Network Engineer
47,87,72,49,30,49,83,4,9,5,MYSQL,C/C++,Web Developer
76,22,93,65,85,63,74,7,7,8,MYSQL,Oracle,DATA Scientist
56,82,55,46,45,69,69,6,7,1,HTML/CSS,C/C++,Database Administrator
81,83,69,19,71,86,66,6,6,2,C/C++,Machine Learning,DATA Scientist
49,69,47,40,4,27,81,4,10,5,GitHub,HTML/CSS,UI/UX
62,82,62,69,94,47,73,7,5,3,Deep Learning,Pytorch,DATA Scientist
81,16,71,84,62,76,73,6,6,1,Ansible,Ansible,Network Engineer
59,6,59,45,16,31,49,4,9,5,GitHub,HTML/CSS,UI/UX
69,25,80,94,82,96,84,9,6,4,Linux,HTML/CSS,Software Engineer
91,39,55,24,0,14,68,1,7,1,HTML/CSS,Python,Tech Support
69,76,86,75,86,72,69,6,4,3,Python,Javascript,Web Developer
72,90,74,86,84,86,70,10,7,7,Deep Learning,HTML/CSS,Software Engineer
6,72,82,75,48,66,60,6,7,1,Linux,C/C++,Database Administrator
52,58,75,98,46,76,80,6,6,1,BASH/SHELL,Python,Network Engineer
64,96,75,65,74,95,63,7,7,2,C/C++,Java,Database Administrator
30,6,57,6,70,14,88,1,6,3,HTML/CSS,Python,Tech Support
72,81,67,78,53,54,84,6,5,3,Pytorch,Deep Learning,Database Administrator
82,11,49,62,93,24,74,9,6,5,Oracle,Deep Learning,DATA Scientist
84,6,84,70,78,88,62,7,6,0,HTML/CSS,Linux,Network Engineer
52,15,59,67,49,23,74,3,7,1,HTML/CSS,Java,Tech Support
52,15,73,71,67,58,73,5,6,1,HTML/CSS,C/C++,Database Administrator
64,98,72,79,66,52,61,7,5,1,C/C++,HTML/CSS,Database Administrator
23,94,39,56,62,58,80,6,7,3,Python,C/C++,Network Engineer
27,90,71,66,33,32,62,4,3,5,Python,HTML/CSS,Tech Support
53,71,77,77,55,54,77,3,7,4,Linux,Linux,Database Administrator
74,70,58,76,76,77,76,6,7,2,MYSQL,Tensorflow,DATA Scientist
66,75,70,59,19,35,42,6,9,9,GitHub,Angular,Web Developer
57,38,73,58,28,46,50,4,8,6,GitHub,GitHub,Web Developer
82,6,23,27,48,24,82,3,6,0,HTML/CSS,C/C++,Tech Support
70,93,89,71,70,89,87,7,5,1,Python,HTML/CSS,Network Engineer
71,68,77,57,98,74,46,8,7,3,Python,C/C++,DATA Scientist
99,87,57,99,79,89,66,9,5,4,Pytorch,R,Software Engineer
68,88,84,53,67,51,65,7,5,0,Java,C/C++,Database Administrator
40,24,38,88,3,67,85,5,7,0,HTML/CSS,C/C++,Tech Support
93,96,81,86,74,81,75,9,6,5,Oracle,HTML/CSS,Software Engineer
93,80,83,89,30,80,69,8,7,6,Linux,Javascript,Software Engineer
27,92,58,33,24,14,63,2,10,3,Figma,Python,UI/UX
65,94,89,83,35,53,85,5,7,3,Linux,HTML/CSS,Database Administrator
14,8,83,6,46,56,78,4,5,3,C/C++,C/C++,Database Administrator
91,10,6,23,25,48,65,5,7,4,C/C++,React,Tech Support
92,89,54,50,43,30,66,3,8,3,R,HTML/CSS,UI/UX
85,9,87,86,71,80,68,6,7,8,BASH/SHELL,HTML/CSS,Software Engineer
80,50,34,46,4,28,65,5,5,0,HTML/CSS,HTML/CSS,Tech Support
87,78,78,82,82,79,72,7,4,0,Python,Ansible,Network Engineer
98,93,31,52,92,66,60,7,6,5,Python,Oracle,DATA Scientist
89,88,62,42,14,39,61,4,7,9,Javascript,Javascript,UI/UX
83,56,89,87,83,97,67,8,4,2,HTML/CSS,Linux,Software Engineer
54,88,87,55,73,73,67,3,7,7,Linux,Javascript,Web Developer
86,15,83,90,78,80,71,5,6,0,Python,Ansible,Network Engineer
12,24,85,85,22,27,78,7,7,0,HTML/CSS,Java,Tech Support
42,30,6,24,40,33,55,4,7,4,GitHub,Javascript,UI/UX
86,94,67,70,64,63,79,8,7,5,Oracle,Oracle,Database Administrator
76,68,85,86,79,98,78,7,6,1,C/C++,Python,Network Engineer
74,76,89,43,76,90,61,6,6,0,Ansible,C/C++,Software Engineer
29,55,71,82,11,86,73,7,6,1,C/C++,GitHub,Database Administrator
87,56,72,83,29,87,70,7,4,1,Linux,Python,Network Engineer
57,81,75,67,49,49,63,5,4,0,C/C++,Linux,Database Administrator
62,94,70,76,69,74,65,5,5,0,MYSQL,Oracle,Database Administrator
39,6,65,38,17,42,64,3,5,3,Java,HTML/CSS,UI/UX
18,48,24,24,12,37,82,3,8,0,GitHub,HTML/CSS,Tech Support
27,89,92,88,89,81,79,6,6,2,C/C++,Deep Learning,DATA Scientist
24,23,36,35,36,26,61,1,9,5,Java,GitHub,UI/UX
99,76,75,75,85,87,73,8,5,0,C/C++,Python,Software Engineer
72,87,84,70,47,58,89,7,7,3,Oracle,HTML/CSS,Database Administrator
7,97,71,44,4,85,80,5,4,0,Python,Oracle,Database Administrator
81,84,57,30,76,90,67,5,7,3,C/C++,Oracle,Tech Support
26,48,33,32,23,43,44,5,5,9,React,Angular,Web Developer
90,74,56,36,16,31,67,3,7,3,HTML/CSS,Java,UI/UX
32,75,50,6,15,14,71,3,9,5,GitHub,GitHub,UI/UX
18,20,47,40,33,44,78,4,7,3,HTML/CSS,C/C++,UI/UX
62,52,75,89,89,83,84,8,7,3,Java,HTML/CSS,Database Administrator
13,81,17,72,78,91,62,8,7,3,Linux,Linux,Software Engineer
83,63,82,86,72,83,75,8,6,0,Linux,Ansible,Network Engineer
44,16,74,20,5,33,70,2,7,2,HTML/CSS,C/C++,Tech Support
83,85,61,52,85,68,88,8,7,4,R,Tensorflow,DATA Scientist
67,71,76,89,82,91,72,7,5,5,HTML/CSS,Java,Software Engineer
54,23,83,79,74,88,84,7,6,4,Linux,C/C++,Software Engineer
7,6,68,19,6,47,56,2,6,4,Javascript,C/C++,Tech Support
90,76,72,29,83,95,59,8,3,4,Angular,Angular,Software Engineer
8,70,14,92,41,87,86,4,5,0,Python,C/C++,Tech Support
60,88,84,71,79,54,68,5,7,2,Python,Linux,Database Administrator
18,80,32,55,81,40,68,7,7,3,HTML/CSS,Angular,DATA Scientist
67,94,9,52,38,40,64,4,7,3,React,MYSQL,Web Developer
17,36,34,57,27,32,69,4,5,3,Python,HTML/CSS,Tech Support
96,40,84,22,71,81,62,4,6,5,Python,C/C++,Software Engineer
73,78,79,78,86,44,73,6,6,7,R,Machine Learning,Software Engineer
76,60,80,70,88,60,76,5,7,0,Linux,C/C++,Database Administrator
17,35,89,46,38,48,77,4,5,5,GitHub,C/C++,Tech Support
15,84,92,25,26,87,77,5,7,4,HTML/CSS,MYSQL,Software Engineer
69,80,36,50,77,42,61,5,5,4,Java,Tensorflow,DATA Scientist
39,55,29,24,3,35,80,2,7,0,HTML/CSS,HTML/CSS,Tech Support
73,44,56,67,75,60,64,7,6,2,Deep Learning,Python,DATA Scientist
27,82,74,56,30,26,63,4,8,4,Angular,Angular,Web Developer
91,74,79,94,75,84,78,7,5,2,Linux,Python,Software Engineer
30,16,25,89,8,45,75,2,8,1,HTML/CSS,C/C++,Tech Support
68,70,92,65,10,56,73,3,4,0,Python,MYSQL,Database Administrator
80,78,52,58,77,89,65,8,7,3,Tensorflow,R,DATA Scientist
66,81,43,46,3,39,53,5,9,3,GitHub,HTML/CSS,UI/UX
67,88,83,70,48,78,83,7,7,9,C/C++,MYSQL,Database Administrator
22,85,19,47,9,33,71,5,9,3,HTML/CSS,GitHub,UI/UX
76,36,69,84,16,48,82,6,7,1,React,Photoshop,Database Administrator
26,97,87,82,50,66,60,4,7,4,C/C++,Oracle,Database Administrator
74,95,81,81,78,82,75,9,6,2,Angular,HTML/CSS,Software Engineer
58,78,86,80,74,30,67,5,8,7,Angular,HTML/CSS,Web Developer
41,26,41,49,13,26,85,2,9,1,GitHub,HTML/CSS,UI/UX
74,80,80,85,77,74,76,8,6,1,Oracle,Python,Network Engineer
95,86,63,78,60,82,72,4,5,5,Deep Learning,MYSQL,Software Engineer
75,66,74,86,73,71,89,8,4,1,Python,Machine Learning,Network Engineer
72,47,25,36,14,30,79,4,4,0,Python,C/C++,Tech Support
83,81,71,59,71,82,65,9,9,5,Python,Linux,Software Engineer
83,38,39,68,4,24,72,3,6,4,C/C++,C/C++,Tech Support
78,82,81,56,81,60,62,7,5,1,Python,Oracle,DATA Scientist
83,34,74,88,86,75,89,7,4,0,MYSQL,Wire Shark,Network Engineer
85,65,84,86,81,98,63,8,7,4,Angular,Python,Software Engineer
59,77,18,82,39,84,79,6,7,2,Javascript,C/C++,Database Administrator
67,81,81,50,15,50,58,7,5,2,Python,HTML/CSS,Database Administrator
80,81,92,40,34,45,85,6,6,2,Javascript,Python,Network Engineer
74,34,93,79,37,73,83,7,7,3,Pytorch,MYSQL,Database Administrator
82,83,21,29,78,72,75,8,7,1,Wire Shark,C/C++,Network Engineer
63,70,93,43,16,42,84,6,5,3,Javascript,HTML/CSS,Database Administrator
75,44,41,45,8,36,79,3,7,3,Photoshop,Photoshop,UI/UX
68,82,32,60,82,33,64,5,8,8,MYSQL,C/C++,Database Administrator
21,6,92,33,22,46,67,4,9,5,Java,HTML/CSS,Web Developer
84,91,75,89,72,80,68,7,5,3,Java,C/C++,Software Engineer
44,36,72,89,17,45,68,5,8,0,HTML/CSS,C/C++,Database Administrator
72,70,61,96,91,67,71,9,6,2,Tensorflow,Tensorflow,DATA Scientist
97,20,77,85,81,36,64,10,6,5,Java,C/C++,Software Engineer
51,82,71,32,16,38,54,5,8,1,HTML/CSS,C/C++,Web Developer
72,36,63,69,20,54,60,10,5,5,HTML/CSS,Javascript,Software Engineer
76,82,78,66,72,98,61,8,5,2,Python,Linux,DATA Scientist
73,71,87,80,88,89,72,9,6,2,Python,Ansible,Network Engineer
41,32,47,44,0,28,66,1,7,0,HTML/CSS,Javascript,UI/UX
84,69,78,56,86,77,89,7,6,3,Linux,Oracle,Network Engineer
28,76,8,36,7,46,53,3,7,0,Java,GitHub,Tech Support
96,9,82,85,75,85,61,9,6,3,C/C++,C/C++,Software Engineer
6,87,87,84,58,17,62,4,7,0,HTML/CSS,BASH/SHELL,Database Administrator
93,46,35,82,75,81,78,10,6,0,C/C++,Python,Software Engineer
59,75,83,57,33,36,49,5,7,10,Angular,React,Web Developer
91,80,84,44,44,46,65,5,4,0,Python,HTML/CSS,Database Administrator
51,86,93,56,40,42,89,5,8,1,Angular,HTML/CSS,Web Developer
51,29,27,69,19,28,62,4,8,5,Python,Java,UI/UX
10,81,11,85,56,90,63,4,4,0,React,C/C++,Tech Support
88,41,29,70,72,69,72,5,7,0,Python,Cisco Packet tracer,Network Engineer
15,66,58,38,0,46,89,2,5,4,Python,GitHub,Tech Support
24,74,35,6,16,17,61,5,3,1,HTML/CSS,C/C++,Tech Support
87,96,11,98,77,84,70,8,6,2,Javascript,Linux,Software Engineer
68,80,70,42,49,90,42,9,7,10,HTML/CSS,MYSQL,Web Developer
10,30,30,34,2,19,60,3,2,1,HTML/CSS,Java,Tech Support
67,85,72,50,13,31,50,4,9,4,React,HTML/CSS,Web Developer
96,53,70,62,73,82,79,8,4,2,Linux,Pytorch,Software Engineer
78,78,72,52,79,80,69,8,5,3,Tensorflow,Pytorch,DATA Scientist
53,70,84,64,58,31,67,4,9,3,React,MYSQL,UI/UX
38,15,19,55,20,98,89,4,7,5,Photoshop,Photoshop,UI/UX
45,26,93,49,44,55,46,6,6,4,Node.js,HTML/CSS,Web Developer
58,69,92,86,71,18,73,5,6,3,C/C++,HTML/CSS,Database Administrator
93,86,76,75,77,94,78,8,7,3,Java,C/C++,Software Engineer
74,70,75,83,79,61,75,7,5,1,Pytorch,Linux,Database Administrator
63,47,6,38,28,24,61,3,10,5,Photoshop,GitHub,UI/UX
50,70,71,54,49,36,49,4,8,4,Javascript,GitHub,Web Developer
72,92,78,79,82,82,79,9,6,3,HTML/CSS,Tensorflow,DATA Scientist
91,30,58,17,73,81,62,2,6,4,Python,Javascript,Tech Support
97,84,79,62,83,87,62,10,5,5,C/C++,Python,Software Engineer
92,53,80,59,79,86,63,8,6,4,Python,MYSQL,DATA Scientist
42,37,82,33,23,36,77,5,3,1,HTML/CSS,Node.js,Tech Support
70,45,54,48,8,20,75,4,9,4,Photoshop,HTML/CSS,UI/UX
72,86,71,87,35,53,61,6,7,4,Linux,Python,Database Administrator
12,36,6,32,13,19,86,1,7,0,HTML/CSS,Java,Tech Support
14,27,40,26,42,36,87,1,10,5,Figma,HTML/CSS,UI/UX
22,6,80,76,46,66,60,6,7,0,HTML/CSS,Oracle,Database Administrator
43,89,90,39,16,69,55,5,8,6,Javascript,Javascript,Web Developer
7,81,38,32,3,31,61,1,8,3,Photoshop,HTML/CSS,UI/UX
34,28,31,81,71,48,72,7,7,3,GitHub,HTML/CSS,UI/UX
86,97,72,53,55,54,89,6,5,1,C/C++,Python,Database Administrator
17,10,6,6,55,38,65,7,7,1,C/C++,Java,Tech Support
37,32,76,34,15,36,65,4,4,5,GitHub,C/C++,UI/UX
10,52,34,6,45,34,65,5,6,1,C/C++,HTML/CSS,Tech Support
34,49,31,25,28,26,71,2,10,6,Figma,Figma,UI/UX
70,75,84,76,88,94,62,5,5,3,Linux,MYSQL,Software Engineer
44,18,89,14,16,40,89,7,5,0,Python,GitHub,Tech Support
63,82,87,81,38,44,60,10,6,1,HTML/CSS,C/C++,Database Administrator
26,85,75,30,11,14,53,5,6,1,C/C++,HTML/CSS,Tech Support
8,50,28,6,89,64,64,7,6,0,Python,Cisco Packet tracer,Tech Support
78,52,90,99,63,75,68,5,5,0,Linux,Cisco Packet tracer,Network Engineer
89,70,58,42,95,31,74,8,9,5,Photoshop,GitHub,UI/UX
17,71,16,55,98,56,62,8,6,3,Python,Deep Learning,DATA Scientist
83,6,35,50,97,82,67,10,6,2,Deep Learning,R,DATA Scientist
75,22,71,58,92,73,73,7,5,2,Deep Learning,Machine Learning,DATA Scientist
73,79,92,56,77,79,73,8,7,4,Deep Learning,C/C++,Software Engineer
76,15,86,77,78,97,80,7,6,0,Python,Linux,Network Engineer
63,70,82,67,67,64,79,5,6,4,Python,Tensorflow,Database Administrator
17,90,78,82,54,28,74,7,6,2,C/C++,Java,Software Engineer
99,92,79,84,72,81,65,8,5,4,C/C++,Linux,Software Engineer
36,69,10,24,2,36,76,2,4,2,HTML/CSS,HTML/CSS,Tech Support
45,76,93,47,38,32,50,3,8,7,Node.js,HTML/CSS,Web Developer
71,97,79,51,79,79,79,7,7,3,Oracle,Pytorch,Database Administrator
70,72,58,55,83,87,65,8,7,3,Deep Learning,Tensorflow,DATA Scientist
83,88,15,89,79,87,75,10,6,8,Ansible,C/C++,Software Engineer
65,43,39,25,8,76,62,4,4,0,Python,HTML/CSS,UI/UX
78,82,53,55,80,80,65,8,7,4,R,Pytorch,DATA Scientist
57,10,65,52,96,36,59,6,7,4,Angular,Javascript,Web Developer
82,86,73,60,83,61,60,5,6,1,Linux,HTML/CSS,DATA Scientist
51,94,79,36,22,38,65,4,5,5,C/C++,C/C++,Tech Support
84,26,57,37,20,21,82,2,6,1,Java,Javascript,Tech Support
43,25,6,48,44,21,45,3,8,3,HTML/CSS,GitHub,UI/UX
13,32,60,70,78,84,72,5,6,4,Java,C/C++,Software Engineer
6,87,67,62,31,83,72,7,6,2,HTML/CSS,R,Database Administrator
46,26,82,58,12,68,78,4,6,1,HTML/CSS,C/C++,Database Administrator
80,54,73,90,45,50,70,5,6,0,Python,C/C++,Network Engineer
64,89,74,88,40,65,44,7,6,7,Linux,HTML/CSS,Database Administrator
10,84,85,77,19,47,82,8,2,3,Python,C/C++,Database Administrator
89,80,81,77,88,97,70,9,4,3,HTML/CSS,Tensorflow,Software Engineer
28,70,81,50,14,37,63,7,9,2,GitHub,Javascript,Web Developer
56,34,73,6,14,14,58,5,10,10,HTML/CSS,Java,Tech Support
91,52,82,82,74,80,83,5,7,8,MYSQL,HTML/CSS,Software Engineer
45,6,86,70,8,58,65,6,6,1,Python,C/C++,Database Administrator
56,83,86,47,34,36,49,3,9,8,GitHub,React,Web Developer
54,13,79,54,76,72,75,8,5,3,Deep Learning,HTML/CSS,Database Administrator
78,92,77,85,87,86,88,6,6,1,Python,Java,DATA Scientist
88,77,71,33,16,97,61,4,7,1,Java,HTML/CSS,Tech Support
86,82,84,99,16,66,60,8,6,1,Oracle,MYSQL,Software Engineer
17,82,77,71,84,83,65,7,7,3,HTML/CSS,Python,Software Engineer
85,65,76,81,70,81,78,7,4,2,Wire Shark,Linux,Network Engineer
76,31,84,89,80,85,89,8,7,5,C/C++,Javascript,Software Engineer
85,57,77,95,86,82,75,9,7,4,Python,HTML/CSS,Software Engineer
51,12,11,53,47,31,75,4,7,2,GitHub,GitHub,Database Administrator
51,85,64,34,25,45,69,4,8,5,Figma,Figma,UI/UX
25,40,38,54,88,42,60,4,9,4,Photoshop,Java,UI/UX
49,50,59,8,28,38,80,1,8,0,Photoshop,GitHub,UI/UX
52,35,55,34,0,35,80,3,7,3,Photoshop,HTML/CSS,UI/UX
69,85,82,35,35,96,50,3,7,6,Javascript,C/C++,Web Developer
92,75,84,50,69,92,85,9,7,7,Angular,Node.js,Software Engineer
10,53,59,44,1,45,51,3,3,1,GitHub,Angular,Tech Support
58,81,83,47,43,42,45,4,7,4,Node.js,HTML/CSS,Web Developer
95,6,71,85,84,86,68,10,6,4,HTML/CSS,Python,Software Engineer
72,27,66,74,82,68,75,6,6,2,Pytorch,Deep Learning,DATA Scientist
85,71,87,77,83,96,60,9,6,3,Linux,HTML/CSS,Software Engineer
58,48,37,39,6,35,73,3,8,1,Figma,GitHub,UI/UX
97,99,94,72,63,84,60,6,5,5,Linux,HTML/CSS,Software Engineer
20,86,92,50,12,55,58,6,7,0,HTML/CSS,GitHub,Web Developer
27,84,66,43,90,37,59,4,4,5,Angular,GitHub,UI/UX
34,56,74,15,85,63,55,8,5,1,Python,Python,Tech Support
40,83,40,35,17,40,56,4,7,3,Javascript,GitHub,UI/UX
81,76,76,43,75,89,74,8,6,0,Java,Java,Software Engineer
66,10,12,59,36,30,54,6,4,2,Angular,C/C++,Web Developer
44,94,12,79,64,65,63,2,5,0,HTML/CSS,C/C++,Database Administrator
47,50,49,16,14,26,62,3,9,1,Javascript,Java,UI/UX
82,28,88,69,93,61,62,7,6,2,Linux,Deep Learning,DATA Scientist
31,38,56,22,18,32,74,3,10,3,HTML/CSS,HTML/CSS,UI/UX
96,71,71,84,80,62,61,7,6,3,Java,MYSQL,Software Engineer
85,78,70,89,79,91,75,7,7,6,Javascript,MYSQL,Software Engineer
70,42,77,6,85,72,78,6,6,0,Tensorflow,Python,Network Engineer
84,83,70,92,88,83,74,8,5,4,HTML/CSS,Python,Software Engineer
99,31,81,71,62,91,73,8,7,7,MYSQL,Oracle,Software Engineer
31,89,56,54,83,73,79,6,7,1,Python,R,DATA Scientist
67,29,15,64,2,33,80,3,5,3,HTML/CSS,HTML/CSS,Database Administrator
76,80,88,99,74,92,68,7,6,4,Python,BASH/SHELL,Software Engineer
86,42,82,70,86,65,78,7,5,1,C/C++,HTML/CSS,Network Engineer
85,18,32,74,78,80,66,5,7,5,C/C++,Linux,Software Engineer
10,7,92,84,15,19,63,3,6,0,HTML/CSS,Java,Tech Support
82,83,33,82,79,83,61,7,7,4,HTML/CSS,C/C++,Software Engineer
6,77,75,56,86,39,63,6,7,5,Machine Learning,HTML/CSS,Software Engineer
67,91,89,67,31,91,87,7,4,3,C/C++,HTML/CSS,Database Administrator
91,88,82,80,84,96,75,7,6,6,Angular,C/C++,Software Engineer
70,89,76,84,42,52,78,6,5,2,C/C++,Linux,Database Administrator
82,48,37,25,4,30,78,3,9,4,HTML/CSS,GitHub,UI/UX
60,21,74,44,2,48,84,6,8,0,HTML/CSS,C/C++,Database Administrator
88,56,88,80,74,89,72,6,5,1,Javascript,Python,Network Engineer
