DSA,DBMS,OS,CN,Mathmetics,Aptitute,Comm,Problem Solving,Creative,Hackathons,Skill 1,Skill 2,Profile
69,86,93,42,5,40,44,3,8,5,Angular,HTML/CSS,Web Developer
73,29,60,50,93,68,70,6,4,0,Python,Deep Learning,DATA Scientist
21,70,31,43,27,27,76,1,10,4,Figma,C/C++,UI/UX
23,52,51,15,28,26,74,3,7,4,Figma,HTML/CSS,UI/UX
16,16,7,15,6,36,82,4,7,1,HTML/CSS,HTML/CSS,Tech Support
69,83,79,48,32,37,42,6,7,6,GitHub,React,Web Developer
32,18,6,23,9,27,79,4,10,3,HTML/CSS,Java,UI/UX
63,6,77,66,16,50,81,5,5,1,Cisco Packet tracer,HTML/CSS,Database Administrator
70,12,70,95,72,63,79,9,5,0,Python,BASH/SHELL,Network Engineer
40,26,25,23,14,33,61,5,4,0,HTML/CSS,HTML/CSS,Tech Support
77,90,67,30,61,72,71,7,4,1,Linux,Javascript,Network Engineer
8,90,78,65,51,63,66,7,5,2,Oracle,Python,Database Administrator
31,87,86,81,43,64,89,5,7,3,HTML/CSS,Java,Database Administrator
57,81,72,64,16,65,44,7,4,5,GitHub,HTML/CSS,Database Administrator
6,65,85,64,83,80,74,7,4,0,C/C++,Machine Learning,Network Engineer
67,23,16,38,0,49,74,1,2,1,Java,HTML/CSS,Tech Support
54,43,94,34,20,23,68,3,9,4,Javascript,C/C++,UI/UX
54,95,84,68,60,74,67,8,3,0,HTML/CSS,Linux,Database Administrator
95,49,82,56,84,76,69,8,5,2,Python,Machine Learning,Network Engineer
22,71,43,30,49,30,43,1,9,4,Javascript,GitHub,Web Developer
7,23,10,27,6,39,67,5,8,1,HTML/CSS,HTML/CSS,Tech Support
70,94,50,68,98,65,70,7,5,1,Tensorflow,Tensorflow,DATA Scientist
23,34,40,90,9,21,81,3,4,0,Figma,HTML/CSS,Tech Support
7,80,84,68,85,75,66,7,4,3,MYSQL,Oracle,Software Engineer
96,70,80,72,83,89,76,9,4,4,MYSQL,Linux,Software Engineer
45,25,38,22,4,28,60,4,7,2,Photoshop,Java,UI/UX
15,6,70,36,15,31,67,3,10,5,HTML/CSS,Java,Tech Support
33,93,60,55,31,35,50,1,7,0,HTML/CSS,GitHub,Web Developer
66,91,93,26,33,22,71,5,6,1,HTML/CSS,C/C++,Tech Support
87,78,77,86,59,87,81,6,3,1,Linux,HTML/CSS,Network Engineer
31,23,6,42,14,45,73,2,10,5,Javascript,Angular,UI/UX
50,93,19,85,78,79,75,7,6,2,Wire Shark,Linux,Network Engineer
53,90,87,55,86,78,75,7,3,2,HTML/CSS,MYSQL,Database Administrator
53,81,62,51,40,52,64,5,7,5,Ansible,HTML/CSS,Database Administrator
89,68,73,94,75,72,84,6,5,1,Cisco Packet tracer,Linux,Network Engineer
43,70,59,84,60,14,75,7,6,3,Python,Javascript,DATA Scientist
44,79,73,62,33,37,50,4,9,7,Javascript,Angular,Web Developer
66,82,90,62,60,58,58,7,7,4,Javascript,C/C++,Database Administrator
26,89,46,45,45,42,58,5,9,4,GitHub,Node.js,Web Developer
15,32,57,27,7,36,75,1,10,1,Python,C/C++,UI/UX
67,52,83,91,80,37,78,5,7,3,React,Ansible,Network Engineer
76,79,86,69,44,70,74,6,7,1,Linux,HTML/CSS,Network Engineer
80,59,83,92,86,76,78,6,7,1,Python,Machine Learning,Network Engineer
44,97,66,50,33,37,82,4,8,1,HTML/CSS,Javascript,UI/UX
79,74,88,76,74,84,62,9,7,3,MYSQL,Linux,Software Engineer
85,79,82,79,80,86,81,8,6,0,Python,Java,Software Engineer
44,66,92,52,32,35,53,1,8,10,C/C++,Javascript,Tech Support
78,71,56,69,97,60,76,7,7,3,Deep Learning,Machine Learning,DATA Scientist
53,94,94,12,25,37,52,5,7,3,Figma,Javascript,Web Developer
73,89,89,75,75,81,78,6,6,0,Python,Python,DATA Scientist
98,76,70,77,72,98,75,8,5,5,Python,Linux,Software Engineer
82,8,80,94,75,88,60,9,7,1,Ansible,Linux,DATA Scientist
66,77,51,56,45,36,89,6,6,4,Machine Learning,HTML/CSS,Web Developer
80,69,86,97,67,70,78,6,4,0,Python,Cisco Packet tracer,Network Engineer
38,82,76,58,22,44,46,4,9,10,React,HTML/CSS,Web Developer
90,91,88,87,11,95,64,7,7,5,MYSQL,Angular,Software Engineer
18,24,7,33,19,26,66,5,5,1,HTML/CSS,Java,Tech Support
31,22,88,81,88,95,72,7,6,0,Python,Linux,Network Engineer
63,98,84,88,78,62,79,5,5,1,C/C++,Cisco Packet tracer,Database Administrator
43,53,67,86,83,85,78,7,4,4,Python,Wire Shark,Network Engineer
84,75,81,78,76,68,74,9,5,1,Pytorch,BASH/SHELL,Software Engineer
58,71,67,42,48,33,71,4,8,5,Angular,Javascript,Web Developer
90,73,67,76,96,79,71,7,6,3,R,Tensorflow,DATA Scientist
64,64,88,92,36,75,78,6,4,1,Linux,BASH/SHELL,Network Engineer
82,54,76,80,77,97,70,7,6,4,Python,Javascript,Software Engineer
84,60,87,90,85,84,80,6,4,0,HTML/CSS,BASH/SHELL,Network Engineer
75,90,72,75,96,71,81,7,7,1,Linux,Java,Database Administrator
60,83,71,56,35,42,41,5,7,7,Angular,HTML/CSS,Web Developer
57,92,78,69,48,48,63,5,5,3,HTML/CSS,C/C++,Database Administrator
43,59,59,24,27,27,85,4,5,3,Figma,Photoshop,UI/UX
50,27,86,54,5,48,77,3,7,0,HTML/CSS,Python,Tech Support
69,86,80,35,36,38,53,3,9,8,GitHub,GitHub,Web Developer
80,82,62,75,88,72,77,7,6,2,BASH/SHELL,Linux,DATA Scientist
94,6,72,87,75,80,60,9,7,4,MYSQL,C/C++,Software Engineer
77,81,84,81,77,83,67,6,7,7,Linux,Python,Software Engineer
93,79,61,61,70,75,78,9,6,2,R,R,DATA Scientist
53,86,93,59,51,45,44,5,8,5,MYSQL,Node.js,Web Developer
17,22,19,27,23,30,59,2,6,5,Java,Javascript,Tech Support
11,7,8,21,15,35,65,5,4,1,HTML/CSS,Java,Tech Support
57,75,80,99,93,69,73,8,6,0,HTML/CSS,Linux,Software Engineer
65,13,93,12,45,43,60,4,7,0,HTML/CSS,C/C++,Database Administrator
80,78,56,42,74,77,73,7,7,3,Angular,R,DATA Scientist
50,88,88,63,43,81,67,7,7,1,Java,GitHub,Database Administrator
64,75,61,65,98,40,79,6,7,0,Python,GitHub,Web Developer
7,62,80,76,93,71,67,7,7,0,Python,Cisco Packet tracer,Network Engineer
94,7,55,6,3,23,81,10,7,0,Java,HTML/CSS,Tech Support
49,40,87,28,35,14,63,2,9,5,Figma,Figma,UI/UX
57,47,80,78,40,52,46,5,6,2,MYSQL,HTML/CSS,Database Administrator
68,92,87,71,75,61,77,5,7,2,Java,Oracle,Database Administrator
82,71,74,82,66,97,78,8,5,0,C/C++,Python,Network Engineer
72,79,81,62,90,78,77,6,6,2,Oracle,Linux,DATA Scientist
81,93,82,72,41,44,68,4,6,1,C/C++,Python,Database Administrator
82,35,50,19,9,25,62,4,4,4,Javascript,Python,UI/UX
8,22,11,85,74,88,70,5,5,4,Python,Javascript,Software Engineer
51,79,74,65,95,87,60,9,7,1,React,Python,DATA Scientist
10,6,22,16,0,21,70,1,4,1,HTML/CSS,C/C++,Tech Support
61,86,42,59,49,46,43,5,9,10,GitHub,HTML/CSS,Web Developer
22,42,79,72,83,67,60,6,7,2,Oracle,C/C++,Database Administrator
24,59,72,22,17,48,89,4,5,0,HTML/CSS,HTML/CSS,Tech Support
15,60,24,18,3,35,50,3,5,0,Python,Python,Tech Support
83,25,73,73,13,46,55,4,9,5,React,Javascript,Web Developer
24,34,61,46,95,17,80,4,10,5,Python,Figma,UI/UX
78,76,72,66,36,72,75,7,5,2,Deep Learning,Machine Learning,DATA Scientist
72,85,82,48,90,80,74,9,7,3,Node.js,HTML/CSS,Software Engineer
61,81,75,59,40,36,65,4,5,7,HTML/CSS,HTML/CSS,Web Developer
98,76,40,63,83,64,73,8,5,0,HTML/CSS,Python,DATA Scientist
12,20,12,22,1,38,65,2,7,1,Python,Java,Tech Support
43,30,75,56,42,35,64,1,5,0,Python,C/C++,Tech Support
85,77,53,60,98,70,60,8,7,1,R,Machine Learning,DATA Scientist
49,77,71,35,4,32,59,3,8,7,GitHub,HTML/CSS,Web Developer
62,86,84,66,46,65,70,6,6,1,HTML/CSS,HTML/CSS,Database Administrator
16,19,8,31,13,26,51,1,5,1,Python,HTML/CSS,Tech Support
46,80,69,42,29,47,66,4,7,5,Javascript,Angular,Web Developer
61,84,82,73,49,75,84,6,7,3,MYSQL,HTML/CSS,Database Administrator
76,77,61,56,97,62,70,9,6,3,Deep Learning,R,DATA Scientist
69,81,73,66,83,82,49,7,5,3,Linux,MYSQL,DATA Scientist
50,85,71,78,80,80,63,8,5,4,HTML/CSS,C/C++,Software Engineer
62,71,67,73,84,86,74,9,5,3,Tensorflow,C/C++,DATA Scientist
50,76,62,52,44,43,40,6,8,6,Node.js,Angular,Web Developer
69,32,84,76,61,44,71,3,5,3,HTML/CSS,C/C++,Tech Support
91,81,84,78,75,84,76,8,5,2,Python,Python,Software Engineer
41,89,66,56,13,48,50,4,8,8,Figma,Javascript,Web Developer
84,82,79,54,10,71,51,7,7,4,React,HTML/CSS,Web Developer
86,70,72,77,85,64,74,8,5,0,Python,Tensorflow,DATA Scientist
71,62,59,57,74,60,72,6,4,2,Wire Shark,Machine Learning,DATA Scientist
91,87,81,40,86,82,75,8,7,5,Python,HTML/CSS,Software Engineer
94,66,78,80,77,93,74,8,4,8,C/C++,Cisco Packet tracer,Network Engineer
74,98,82,96,40,70,79,8,7,1,Linux,HTML/CSS,Database Administrator
68,76,74,56,40,45,87,6,7,8,HTML/CSS,React,Web Developer
23,49,52,18,29,39,83,3,7,3,Figma,C/C++,UI/UX
55,88,88,78,48,61,60,5,5,1,MYSQL,HTML/CSS,Database Administrator
82,79,72,50,71,66,74,8,4,0,Oracle,Java,Network Engineer
69,22,72,44,14,37,59,6,7,1,MYSQL,HTML/CSS,Web Developer
44,16,42,7,0,14,74,5,10,3,HTML/CSS,Figma,UI/UX
79,88,70,39,72,82,79,8,5,0,Python,Python,Software Engineer
8,6,64,35,81,79,65,4,7,2,Linux,C/C++,Network Engineer
55,87,77,52,40,39,54,5,5,9,Angular,Angular,Web Developer
97,16,71,33,1,30,61,5,6,1,C/C++,HTML/CSS,Tech Support
62,71,71,60,95,64,74,9,5,1,R,Linux,DATA Scientist
80,58,78,96,76,60,65,7,7,2,MYSQL,Ansible,Network Engineer
47,62,83,45,12,33,58,5,9,3,Python,Figma,UI/UX
45,82,82,75,21,91,64,7,6,0,Linux,Oracle,Database Administrator
47,56,30,20,6,28,80,2,10,1,Python,Photoshop,UI/UX
23,11,18,38,27,25,50,1,2,1,Python,HTML/CSS,Tech Support
22,90,73,90,49,62,89,5,5,1,BASH/SHELL,Javascript,Database Administrator
75,84,75,75,85,87,89,7,6,1,Python,Python,Database Administrator
72,42,75,78,77,84,84,8,5,1,Python,Wire Shark,Network Engineer
56,95,82,82,39,76,73,6,7,0,Linux,HTML/CSS,Database Administrator
34,79,6,50,92,55,57,6,4,1,Python,Deep Learning,Network Engineer
19,22,56,27,28,18,44,4,10,3,HTML/CSS,Figma,UI/UX
48,68,72,40,66,50,79,5,9,4,React,Angular,Web Developer
59,78,94,56,10,39,50,6,7,9,React,HTML/CSS,Web Developer
64,71,66,75,78,94,67,7,7,0,MYSQL,HTML/CSS,Database Administrator
90,53,74,82,75,81,74,8,5,2,Python,BASH/SHELL,Network Engineer
73,60,61,66,75,77,84,8,6,1,Pytorch,Python,Network Engineer
25,32,6,87,5,35,70,3,5,1,HTML/CSS,Java,Tech Support
31,31,57,24,18,28,66,4,2,5,Photoshop,GitHub,UI/UX
64,95,94,63,43,52,90,6,7,1,HTML/CSS,C/C++,Database Administrator
62,48,93,21,85,17,80,7,10,3,GitHub,HTML/CSS,UI/UX
62,70,92,64,55,30,71,6,7,3,Oracle,C/C++,Database Administrator
94,79,86,69,70,89,62,9,5,3,Python,Python,Software Engineer
88,64,76,82,89,88,85,8,5,2,Angular,Cisco Packet tracer,Network Engineer
96,72,84,77,85,72,75,8,6,1,Python,Wire Shark,Software Engineer
59,63,88,90,80,75,80,5,5,1,Python,HTML/CSS,Network Engineer
66,30,55,31,34,37,80,4,7,3,Javascript,HTML/CSS,UI/UX
24,12,26,12,25,28,43,1,5,0,HTML/CSS,C/C++,Tech Support
72,20,78,46,46,69,79,9,5,1,Python,Python,Database Administrator
81,87,68,60,35,77,65,7,7,1,Linux,Linux,Database Administrator
80,86,71,90,74,73,61,8,4,4,Python,Cisco Packet tracer,Software Engineer
86,77,70,79,76,88,71,10,5,0,Linux,Linux,Software Engineer
29,27,31,11,22,37,89,5,8,4,HTML/CSS,Photoshop,UI/UX
86,14,25,25,8,30,84,2,6,0,HTML/CSS,C/C++,Tech Support
18,45,17,24,2,35,45,4,8,1,Java,HTML/CSS,Tech Support
7,74,43,60,32,89,69,9,6,1,Java,C/C++,DATA Scientist
59,22,57,58,24,73,84,4,4,0,R,Java,DATA Scientist
55,95,93,37,24,19,60,3,8,4,HTML/CSS,HTML/CSS,Web Developer
19,6,55,55,42,19,88,6,3,1,HTML/CSS,HTML/CSS,Tech Support
50,57,92,86,93,89,70,6,5,2,Python,Linux,Network Engineer
74,18,80,64,78,80,72,6,6,1,R,Python,Network Engineer
87,88,80,74,75,95,70,9,6,3,Wire Shark,Tensorflow,Software Engineer
53,76,92,47,48,31,52,5,5,10,C/C++,Angular,Web Developer
73,77,78,75,75,86,88,7,5,1,Python,Linux,Software Engineer
49,10,77,30,21,38,80,1,5,0,Python,C/C++,Tech Support
78,88,65,63,83,66,66,7,4,3,Deep Learning,Tensorflow,DATA Scientist
19,6,6,7,15,35,84,2,4,1,Python,HTML/CSS,Tech Support
11,30,8,21,1,27,84,1,8,1,HTML/CSS,HTML/CSS,Tech Support
14,25,31,32,11,28,54,1,7,4,HTML/CSS,Figma,UI/UX
76,92,61,81,89,65,87,7,5,2,Python,Machine Learning,Network Engineer
69,96,54,46,71,61,66,6,5,3,Tensorflow,R,DATA Scientist
22,6,25,92,16,21,64,1,2,0,Python,C/C++,Tech Support
30,23,73,26,32,33,53,4,8,5,Node.js,Javascript,UI/UX
53,98,72,95,62,85,77,6,4,2,C/C++,HTML/CSS,Database Administrator
70,93,80,95,78,83,74,6,6,0,React,Tensorflow,Software Engineer
44,86,73,74,65,65,52,6,5,4,C/C++,C/C++,Database Administrator
84,85,75,67,76,67,71,8,7,4,R,React,Software Engineer
58,94,75,85,44,61,70,7,7,3,HTML/CSS,GitHub,Database Administrator
74,91,81,71,76,86,74,7,6,2,Linux,C/C++,Software Engineer
74,36,70,72,79,85,83,10,3,0,Python,Java,Database Administrator
97,64,85,62,88,89,83,8,4,0,Python,Ansible,Network Engineer
81,35,93,25,25,24,61,5,5,0,Python,Java,Tech Support
32,83,94,48,24,45,40,4,9,5,Javascript,Node.js,Web Developer
89,29,68,91,78,67,67,5,6,1,Python,Python,DATA Scientist
6,6,73,35,4,22,70,5,3,0,HTML/CSS,Java,Tech Support
64,98,55,63,68,14,80,1,4,2,Oracle,MYSQL,Database Administrator
93,63,81,98,76,89,67,9,6,2,Ansible,Python,Network Engineer
84,29,75,72,45,84,63,7,5,0,C/C++,MYSQL,Database Administrator
89,89,85,71,87,96,65,9,5,2,Oracle,Oracle,Software Engineer
80,76,79,68,97,70,75,6,5,3,Pytorch,Deep Learning,DATA Scientist
72,6,54,65,68,68,73,6,6,2,Python,Machine Learning,DATA Scientist
92,65,68,91,62,82,77,8,6,3,Python,Linux,DATA Scientist
55,85,72,62,79,82,62,8,7,5,React,MYSQL,DATA Scientist
15,88,55,10,7,17,67,3,6,1,Python,Java,Tech Support
88,80,87,63,83,63,62,6,4,1,Linux,BASH/SHELL,DATA Scientist
27,96,32,17,2,20,83,4,10,0,Python,Java,Tech Support
51,99,72,74,84,69,60,6,7,4,Cisco Packet tracer,Oracle,Database Administrator
93,79,70,65,94,83,63,10,5,4,Oracle,Javascript,Software Engineer
41,85,38,67,41,40,67,4,7,3,React,MYSQL,Database Administrator
25,77,36,58,11,34,62,4,9,7,GitHub,GitHub,Web Developer
88,81,71,57,95,30,62,7,7,6,React,Oracle,Software Engineer
63,91,6,76,46,64,66,5,7,2,Linux,HTML/CSS,Database Administrator
73,96,56,25,76,36,52,7,5,3,Java,Python,Software Engineer
67,92,78,81,39,15,71,4,7,0,HTML/CSS,Oracle,Database Administrator
66,87,81,33,25,85,60,5,5,5,Javascript,HTML/CSS,Web Developer
7,21,47,37,25,30,64,3,7,4,GitHub,HTML/CSS,UI/UX
75,72,85,83,56,40,69,7,7,4,C/C++,Linux,Software Engineer
60,54,13,83,64,65,72,8,6,3,Ansible,BASH/SHELL,Network Engineer
41,6,81,6,68,75,80,8,7,3,Ansible,C/C++,Tech Support
97,72,87,77,88,95,70,9,6,4,Python,Pytorch,Software Engineer
85,91,61,58,28,45,63,4,8,4,Angular,Javascript,Web Developer
62,87,53,57,82,92,78,6,7,4,Tensorflow,Oracle,DATA Scientist
6,60,89,57,81,50,71,8,5,1,Python,Python,Network Engineer
96,78,69,65,93,50,72,6,5,8,Linux,R,DATA Scientist
82,79,66,56,73,87,70,9,4,2,Linux,Tensorflow,DATA Scientist
97,50,77,67,48,81,74,7,5,4,Linux,R,DATA Scientist
49,42,76,82,43,63,69,6,5,0,Oracle,C/C++,Database Administrator
93,7,68,57,81,97,79,8,4,1,Python,Tensorflow,DATA Scientist
58,90,53,42,30,37,70,4,7,0,Javascript,Angular,UI/UX
63,91,61,62,52,73,67,6,5,1,Python,Deep Learning,DATA Scientist
72,12,80,92,79,82,65,6,5,2,Deep Learning,Cisco Packet tracer,Network Engineer
66,72,82,82,40,72,74,6,5,1,Oracle,Linux,Database Administrator
60,27,72,31,26,21,71,1,5,1,C/C++,Angular,Tech Support
66,95,90,48,53,66,89,7,4,3,Linux,Java,Database Administrator
74,88,55,51,98,62,61,5,5,2,Python,Pytorch,DATA Scientist
79,29,70,38,83,80,89,9,5,3,Python,Javascript,Network Engineer
31,17,59,66,53,77,70,6,4,0,R,Tensorflow,DATA Scientist
51,54,85,80,9,75,80,6,6,2,Python,Wire Shark,Network Engineer
60,83,90,64,79,53,42,6,4,1,HTML/CSS,Oracle,Database Administrator
31,72,88,42,75,82,71,8,7,4,R,Angular,Software Engineer
28,97,22,6,14,46,71,5,6,0,Java,C/C++,Tech Support
97,70,81,57,73,98,70,8,6,0,Python,Pytorch,DATA Scientist
39,35,41,58,25,90,67,7,5,6,HTML/CSS,HTML/CSS,Software Engineer
84,41,38,76,38,45,71,5,6,2,Java,Java,UI/UX
90,21,29,27,7,20,64,4,10,1,Python,GitHub,UI/UX
7,75,47,93,88,97,65,8,3,2,Python,Deep Learning,Software Engineer
34,15,28,27,30,33,74,2,5,1,HTML/CSS,Java,Tech Support
7,6,13,6,12,40,42,1,2,1,HTML/CSS,C/C++,Tech Support
75,80,85,89,70,61,68,7,7,3,C/C++,Python,Software Engineer
70,79,93,30,94,84,84,5,5,0,Tensorflow,Python,Network Engineer
83,89,79,87,73,87,64,6,5,4,MYSQL,Linux,Software Engineer
84,40,93,9,74,36,53,5,7,4,Figma,GitHub,Web Developer
76,55,66,57,97,81,74,8,7,4,Photoshop,HTML/CSS,Software Engineer
63,37,62,53,64,16,72,4,8,3,Photoshop,Javascript,UI/UX
45,41,36,33,13,32,77,1,6,1,GitHub,HTML/CSS,UI/UX
57,76,51,59,95,73,63,6,5,1,Pytorch,Tensorflow,DATA Scientist
81,93,94,71,83,50,79,7,5,3,HTML/CSS,Oracle,Database Administrator
7,39,92,31,24,25,55,3,8,5,Photoshop,Node.js,UI/UX
50,88,91,30,7,32,44,4,9,7,HTML/CSS,HTML/CSS,Web Developer
88,75,66,60,88,84,70,8,6,2,MYSQL,Pytorch,DATA Scientist
50,87,78,87,97,44,48,6,7,8,GitHub,Linux,Web Developer
32,82,66,52,24,67,74,4,7,5,HTML/CSS,C/C++,DATA Scientist
77,93,60,55,78,79,79,4,7,4,Wire Shark,Tensorflow,DATA Scientist
33,88,6,35,20,43,71,4,5,1,C/C++,MYSQL,Web Developer
70,89,94,70,88,97,61,7,5,3,Deep Learning,R,DATA Scientist
13,38,6,26,27,22,80,3,9,3,Photoshop,Javascript,UI/UX
33,58,81,48,21,24,57,4,9,9,GitHub,HTML/CSS,Web Developer
28,20,44,31,3,39,67,3,5,5,HTML/CSS,HTML/CSS,UI/UX
90,81,89,74,73,90,68,7,6,4,C/C++,Linux,Software Engineer
10,41,72,40,20,32,79,5,7,1,Javascript,C/C++,Tech Support
51,79,71,98,80,68,63,8,7,7,Deep Learning,Oracle,DATA Scientist
65,91,84,48,46,80,45,4,8,4,GitHub,HTML/CSS,Web Developer
7,7,12,76,92,35,60,3,6,1,Python,Java,Tech Support
20,32,11,28,20,20,59,3,8,9,HTML/CSS,Figma,UI/UX
62,71,75,82,46,62,80,4,6,0,C/C++,Oracle,Database Administrator
98,40,83,84,33,80,78,6,6,0,Python,Wire Shark,Network Engineer
48,90,87,19,54,66,62,5,4,1,HTML/CSS,HTML/CSS,Database Administrator
82,78,52,92,35,80,73,6,5,4,Tensorflow,Deep Learning,DATA Scientist
60,87,78,67,14,53,75,5,7,1,Javascript,MYSQL,Database Administrator
48,53,85,99,87,77,80,7,7,3,Python,Linux,Network Engineer
92,15,70,12,92,71,70,8,4,1,HTML/CSS,Linux,Network Engineer
49,46,45,23,82,15,64,4,2,1,Python,HTML/CSS,Tech Support
95,21,79,81,82,89,77,6,4,2,Linux,Python,Network Engineer
7,20,11,36,4,25,80,2,4,1,Python,Java,Tech Support
56,81,62,62,90,45,66,6,5,1,Deep Learning,Tensorflow,DATA Scientist
56,29,63,66,82,65,75,7,4,0,Linux,Python,Database Administrator
53,76,80,33,2,50,44,6,9,5,React,Javascript,Web Developer
62,89,77,60,70,65,80,7,5,0,Python,HTML/CSS,Database Administrator
56,86,62,61,39,45,58,4,7,5,Angular,Oracle,Web Developer
77,79,73,60,90,62,62,9,6,2,HTML/CSS,Linux,DATA Scientist
93,66,76,66,62,65,89,9,5,2,Python,BASH/SHELL,Network Engineer
40,32,20,63,7,49,89,3,7,1,HTML/CSS,HTML/CSS,UI/UX
73,80,88,75,71,87,70,7,6,7,C/C++,Oracle,Software Engineer
82,24,89,82,65,81,71,4,6,1,Python,Linux,Network Engineer
42,38,69,52,20,47,55,4,7,4,Figma,Node.js,Web Developer
16,41,15,8,35,36,61,2,8,0,HTML/CSS,HTML/CSS,Tech Support
62,93,82,69,40,78,85,4,6,1,Linux,HTML/CSS,Database Administrator
31,87,83,33,20,30,58,5,8,6,GitHub,Javascript,Web Developer
85,70,94,65,84,72,70,8,5,1,Linux,Machine Learning,DATA Scientist
18,6,39,6,83,33,74,3,4,5,HTML/CSS,Java,Tech Support
85,91,65,84,23,74,62,6,5,1,C/C++,Python,Database Administrator
6,39,50,27,24,14,68,3,4,4,Python,HTML/CSS,UI/UX
87,14,22,33,1,26,71,5,4,0,C/C++,HTML/CSS,Tech Support
31,64,75,82,72,77,60,10,4,0,MYSQL,BASH/SHELL,Network Engineer
70,71,33,48,98,20,64,6,5,4,Oracle,Javascript,DATA Scientist
45,71,68,57,95,64,75,4,8,5,HTML/CSS,Javascript,DATA Scientist
94,52,81,62,87,74,63,8,7,2,Ansible,BASH/SHELL,Network Engineer
73,78,86,88,79,65,64,7,7,8,Python,Ansible,DATA Scientist
73,85,70,62,97,65,61,10,7,3,Python,Python,DATA Scientist
56,58,9,45,13,36,79,3,7,5,C/C++,HTML/CSS,UI/UX
86,67,86,85,84,72,87,8,6,0,Wire Shark,Ansible,Network Engineer
11,59,26,36,13,25,70,4,4,4,HTML/CSS,Figma,UI/UX
83,68,82,94,88,76,75,7,6,2,Machine Learning,Cisco Packet tracer,Network Engineer
14,26,34,27,3,14,45,1,4,5,Photoshop,HTML/CSS,Tech Support
96,89,62,63,78,69,65,9,6,3,Deep Learning,Tensorflow,DATA Scientist
35,6,73,49,64,33,50,3,7,7,Javascript,Python,Web Developer
45,17,73,77,61,35,40,5,4,1,Java,Python,Tech Support
32,55,88,99,75,90,62,7,5,1,Linux,Python,Software Engineer
54,53,84,32,76,88,88,6,7,2,Wire Shark,Python,Network Engineer
62,6,34,20,35,16,69,2,10,5,Photoshop,HTML/CSS,UI/UX
90,81,49,66,70,82,73,9,5,2,Deep Learning,Machine Learning,DATA Scientist
86,20,81,62,13,60,68,6,5,0,Linux,MYSQL,Database Administrator
91,63,69,57,80,80,60,7,6,1,Pytorch,Python,DATA Scientist
80,87,52,49,90,73,70,4,9,2,Python,Python,DATA Scientist
45,80,6,38,12,36,80,1,4,1,Java,HTML/CSS,Tech Support
27,6,6,24,48,21,76,3,3,1,C/C++,Java,Tech Support
48,21,50,60,53,64,75,7,7,3,Oracle,Javascript,DATA Scientist
32,31,11,39,0,23,66,1,4,0,HTML/CSS,C/C++,Tech Support
99,80,84,72,37,80,79,7,7,8,Oracle,HTML/CSS,Software Engineer
42,43,86,99,18,15,80,2,8,2,Javascript,Photoshop,UI/UX
14,12,25,91,10,25,87,3,4,1,HTML/CSS,HTML/CSS,Tech Support
61,97,78,71,46,66,83,6,5,1,HTML/CSS,Linux,Database Administrator
86,75,63,36,77,71,71,8,6,4,Tensorflow,Machine Learning,DATA Scientist
20,54,38,9,2,23,85,4,9,3,Javascript,Javascript,UI/UX
27,37,10,19,21,49,67,4,10,4,Photoshop,HTML/CSS,UI/UX
35,52,57,6,54,85,79,4,6,1,Python,HTML/CSS,Network Engineer
83,58,89,80,79,49,71,5,7,1,Wire Shark,Python,Network Engineer
50,52,81,85,79,87,83,6,6,2,GitHub,Linux,Network Engineer
34,44,36,28,21,38,62,1,10,3,HTML/CSS,Javascript,UI/UX
99,90,71,90,78,84,85,7,5,3,HTML/CSS,C/C++,Software Engineer
82,77,81,95,80,89,71,8,6,2,Python,BASH/SHELL,Network Engineer
52,87,85,78,38,56,42,5,6,0,Angular,C/C++,Database Administrator
93,93,73,38,78,87,78,6,5,0,C/C++,Linux,Network Engineer
80,56,84,90,76,65,77,6,6,0,Python,BASH/SHELL,Network Engineer
17,29,47,76,78,81,73,6,5,0,Python,Python,Tech Support
89,89,70,77,45,53,53,7,6,5,Linux,Oracle,Database Administrator
6,18,83,6,42,75,83,5,6,0,C/C++,React,Tech Support
27,76,66,76,81,85,73,7,5,4,Python,React,DATA Scientist
33,63,66,95,88,72,77,6,6,0,Ansible,Python,Network Engineer
16,6,9,80,18,44,73,1,5,1,Python,Java,Tech Support
57,90,84,50,48,65,73,4,5,0,HTML/CSS,MYSQL,Database Administrator
55,91,71,56,2,40,50,6,9,4,GitHub,Angular,Web Developer
71,95,56,79,46,56,71,5,5,3,HTML/CSS,C/C++,Database Administrator
59,73,92,53,35,19,59,3,9,7,HTML/CSS,Angular,Web Developer
50,32,57,50,19,35,44,4,8,4,GitHub,GitHub,Web Developer
19,48,44,21,23,36,73,4,9,4,GitHub,Javascript,UI/UX
78,38,84,82,64,83,86,7,7,3,Angular,Angular,Software Engineer
16,24,28,6,4,45,71,5,6,1,Python,Python,Tech Support
48,74,38,57,15,30,67,5,8,4,HTML/CSS,Angular,Tech Support
22,34,56,45,4,15,54,4,9,5,Photoshop,GitHub,UI/UX
85,75,67,60,94,83,77,8,5,2,Pytorch,Machine Learning,DATA Scientist
74,65,76,90,95,30,74,8,6,0,C/C++,Python,Network Engineer
86,85,53,71,84,63,71,7,5,4,Python,R,DATA Scientist
77,86,87,89,88,80,77,8,7,2,Linux,Linux,Software Engineer
25,84,21,32,23,32,52,2,3,7,HTML/CSS,HTML/CSS,Web Developer
